normalized_name,observed_rows,raw_name_variants,distinct_restaurant_ids,confidence,review_status
couch potato,3,1,3,High,Conservative normalization
country oven,3,1,3,High,Conservative normalization
cravings,3,2,3,Medium,Conservative normalization
crazy burgers,3,2,3,Medium,Conservative normalization
crazy cheesy,3,2,3,Medium,Conservative normalization
crazy cheezy burger,3,2,3,Medium,Conservative normalization
crazy pizza,3,3,3,Medium,Conservative normalization
cream and berry premium ice cream,3,2,3,Medium,Conservative normalization
cream and fudge keventer ventures limited,3,2,3,Medium,Conservative normalization
cream chemistry,3,2,3,Medium,Conservative normalization
cream house,3,1,3,High,Conservative normalization
cream n crust,3,1,3,High,Conservative normalization
cream zone,3,1,3,High,Conservative normalization
creamy creation,3,2,3,Medium,Conservative normalization
crispy fried chicken,3,2,3,Medium,Conservative normalization
crown restaurant,3,1,3,High,Conservative normalization
crush coffee,3,1,3,High,Conservative normalization
csk food truck,3,2,3,Medium,Conservative normalization
cuppa redefined,3,1,3,High,Conservative normalization
curry affair,3,1,3,High,Conservative normalization
curry company,3,1,3,High,Conservative normalization
curry in a hurry,3,2,3,Medium,Conservative normalization
curry king,3,2,3,Medium,Conservative normalization
curry kingdom,3,1,3,High,Conservative normalization
curry leaves,3,2,3,Medium,Conservative normalization
curry nation,3,2,3,Medium,Conservative normalization
curry up noww,3,1,3,High,Conservative normalization
d i e t carry,3,1,3,High,Conservative normalization
d zaprino,3,1,3,High,Conservative normalization
da pizza bakers,3,2,3,Medium,Conservative normalization
da pizza cafe,3,1,3,High,Conservative normalization
da pizza maker,3,1,3,High,Conservative normalization
dabba wala,3,2,3,Medium,Conservative normalization
dabbawala,3,2,3,Medium,Conservative normalization
dada boudi biryani,3,1,3,High,Conservative normalization
dadu s d creme,3,1,3,High,Conservative normalization
daily delight,3,2,3,Medium,Conservative normalization
daily fresh ice creams,3,2,3,Medium,Conservative normalization
daily sushi,3,1,3,High,Conservative normalization
dairy day corner,3,2,3,Medium,Conservative normalization
dal roti,3,1,3,High,Conservative normalization
dalma,3,1,3,High,Conservative normalization
darbar biryani,3,2,3,Medium,Conservative normalization
darbar kitchen,3,2,3,Medium,Conservative normalization
darjeeling cafe,3,2,3,Medium,Conservative normalization
darjeeling fast food,3,2,3,Medium,Conservative normalization
dark stone,3,1,3,High,Conservative normalization
dastarkhwan,3,2,3,Medium,Conservative normalization
datta bhel,3,2,3,Medium,Conservative normalization
dawat biryani house,3,2,3,Medium,Conservative normalization
dawg haus loaded hotdogs,3,1,3,High,Conservative normalization
dear maggi,3,1,3,High,Conservative normalization
deep dish pizzeria,3,1,3,High,Conservative normalization
deepak restaurant,3,1,3,High,Conservative normalization
deepak sweets,3,1,3,High,Conservative normalization
defence bakery,3,1,3,High,Conservative normalization
degchi biryani,3,2,3,Medium,Conservative normalization
delhi biryani cafe,3,2,3,Medium,Conservative normalization
delhi chaap,3,2,3,Medium,Conservative normalization
delhi chaap corner,3,1,3,High,Conservative normalization
delhi darbar dhaba,3,1,3,High,Conservative normalization
delhi highway,3,1,3,High,Conservative normalization
delhi mithai wala,3,2,3,Medium,Conservative normalization
delhi swad,3,1,3,High,Conservative normalization
delicious momos,3,2,3,Medium,Conservative normalization
delight bbq,3,1,3,High,Conservative normalization
delighted pizza,3,2,3,Medium,Conservative normalization
delish the dessert studio,3,1,3,High,Conservative normalization
denish the cake shop,3,2,3,Medium,Conservative normalization
denzong delight,3,1,3,High,Conservative normalization
desi addict,3,2,3,Medium,Conservative normalization
desi biryani cafe,3,1,3,High,Conservative normalization
desi chakhna,3,2,3,Medium,Conservative normalization
desi champaran meat,3,2,3,Medium,Conservative normalization
desi chaska,3,2,3,Medium,Conservative normalization
desi firangi,3,2,3,Medium,Conservative normalization
desi flavours,3,1,3,High,Conservative normalization
desi kulfi,3,1,3,High,Conservative normalization
desi masala,3,2,3,Medium,Conservative normalization
desi rolls,3,2,3,Medium,Conservative normalization
desi tadka restaurant,3,2,3,Medium,Conservative normalization
desi thaat,3,1,3,High,Conservative normalization
desi vdesi,3,1,3,High,Conservative normalization
desi vibes,3,1,3,High,Conservative normalization
desi videsi,3,3,3,Medium,Conservative normalization
desi zaika,3,1,3,High,Conservative normalization
dessert addiction,3,2,3,Medium,Conservative normalization
dessert house,3,1,3,High,Conservative normalization
dev fast food,3,2,3,Medium,Conservative normalization
dev s bakery,3,1,3,High,Conservative normalization
dhaba express,3,2,3,Medium,Conservative normalization
dhaba on wheels,3,1,3,High,Conservative normalization
diamond restaurant,3,2,3,Medium,Conservative normalization
dice pizza,3,2,3,Medium,Conservative normalization
dilli dhaba,3,1,3,High,Conservative normalization
dimsum box,3,1,3,High,Conservative normalization
dimsum momo express,3,2,3,Medium,Conservative normalization
dinshaws ice cream parlour,3,1,3,High,Conservative normalization
dj s pizza and pasta,3,2,3,Medium,Conservative normalization
dn snacks,3,1,3,High,Conservative normalization
dock frost d ice cream and milkshakes,3,1,3,High,Conservative normalization
dolce gelato,3,1,3,High,Conservative normalization
domi o pizza,3,1,3,High,Conservative normalization
dominics pizza,3,2,3,Medium,Conservative normalization
domnic s pizza,3,3,3,Medium,Conservative normalization
donne biriyani corner,3,2,3,Medium,Conservative normalization
doon darbar,3,2,3,Medium,Conservative normalization
dosa adda,3,1,3,High,Conservative normalization
dosa and co,3,1,3,High,Conservative normalization
dosa infinity,3,1,3,High,Conservative normalization
dosa station,3,1,3,High,Conservative normalization
dr shawarma,3,2,3,Medium,Conservative normalization
dragon chimney,3,1,3,High,Conservative normalization
dragon chinese,3,1,3,High,Conservative normalization
dragon fire,3,1,3,High,Conservative normalization
dragon house,3,2,3,Medium,Conservative normalization
dragon king,3,2,3,Medium,Conservative normalization
ds dosa factory,3,2,3,Medium,Conservative normalization
dum pukht biryani,3,3,3,Medium,Conservative normalization
durga fast food,3,2,3,Medium,Conservative normalization
dwarka,3,1,3,High,Conservative normalization
eagle boys pizza,3,2,3,Medium,Conservative normalization
eagle brother s pizza,3,1,3,High,Conservative normalization
eat and drink,3,3,3,Medium,Conservative normalization
eat n play,3,2,3,Medium,Conservative normalization
eat n treat,3,1,3,High,Conservative normalization
eat punjab,3,1,3,High,Conservative normalization
eat well,3,2,3,Medium,Conservative normalization
egg adda,3,2,3,Medium,Conservative normalization
egg factory,3,2,3,Medium,Conservative normalization
egg free cakes,3,1,3,High,Conservative normalization
empiar s restaurant,3,2,3,Medium,Conservative normalization
empire restaurant,3,2,3,Medium,Conservative normalization
emyee,3,1,3,High,Conservative normalization
ethnicity,3,1,3,High,Conservative normalization
euro cafe,3,1,3,High,Conservative normalization
everyday pizza,3,1,3,High,Conservative normalization
express biryani,3,2,3,Medium,Conservative normalization
express kitchen,3,2,3,Medium,Conservative normalization
express shawarma,3,1,3,High,Conservative normalization
falafel lovers,3,1,3,High,Conservative normalization
falooda hut,3,3,3,Medium,Conservative normalization
falooda junction,3,1,3,High,Conservative normalization
family kitchen,3,3,3,Medium,Conservative normalization
family pizza,3,2,3,Medium,Conservative normalization
famous restaurant,3,1,3,High,Conservative normalization
farina by anardana,3,2,3,Medium,Conservative normalization
faruuzi multicuisine,3,2,3,Medium,Conservative normalization
fast food express,3,2,3,Medium,Conservative normalization
fast food junction,3,1,3,High,Conservative normalization
fast refuel,3,2,3,Medium,Conservative normalization
fat guy s kitchen pizza pasta and burgers,3,1,3,High,Conservative normalization
fauji dhaba,3,1,3,High,Conservative normalization
feast chicken,3,1,3,High,Conservative normalization
feel hungry,3,2,3,Medium,Conservative normalization
fiery grills,3,1,3,High,Conservative normalization
finger licks,3,2,3,Medium,Conservative normalization
first bite pizza,3,2,3,Medium,Conservative normalization
fish land,3,2,3,Medium,Conservative normalization
fit food company,3,1,3,High,Conservative normalization
five star fried chicken,3,2,3,Medium,Conservative normalization
flame and grill,3,1,3,High,Conservative normalization
flaming wok,3,1,3,High,Conservative normalization
flavors of chennai,3,2,3,Medium,Conservative normalization
flavour box,3,2,3,Medium,Conservative normalization
flavour of india,3,2,3,Medium,Conservative normalization
flavours of india,3,2,3,Medium,Conservative normalization
flavours of kolkata,3,2,3,Medium,Conservative normalization
flavours of taj mahal hotel,3,1,3,High,Conservative normalization
flavours street,3,1,3,High,Conservative normalization
flax healthy living,3,1,3,High,Conservative normalization
flechazo,3,1,3,High,Conservative normalization
flower aura,3,3,3,Medium,Conservative normalization
fly high,3,1,3,High,Conservative normalization
food 24,3,2,3,Medium,Conservative normalization
food affair,3,1,3,High,Conservative normalization
food bae,3,3,3,Medium,Conservative normalization
food bowl,3,2,3,Medium,Conservative normalization
food bus of india,3,2,3,Medium,Conservative normalization
food cafe,3,2,3,Medium,Conservative normalization
food center,3,2,3,Medium,Conservative normalization
food craft,3,3,3,Medium,Conservative normalization
food engineering,3,2,3,Medium,Conservative normalization
food fantasy,3,3,3,Medium,Conservative normalization
food fiesta,3,2,3,Medium,Conservative normalization
food fire,3,2,3,Medium,Conservative normalization
food from home,3,3,3,Medium,Conservative normalization
food guru,3,1,3,High,Conservative normalization
food kingdom,3,2,3,Medium,Conservative normalization
food mall,3,2,3,Medium,Conservative normalization
food park,3,2,3,Medium,Conservative normalization
food plus,3,2,3,Medium,Conservative normalization
food quest,3,2,3,Medium,Conservative normalization
food republic,3,2,3,Medium,Conservative normalization
food singh,3,2,3,Medium,Conservative normalization
food singh the punjabi taste,3,2,3,Medium,Conservative normalization
food spot,3,2,3,Medium,Conservative normalization
food story,3,1,3,High,Conservative normalization
food style,3,1,3,High,Conservative normalization
food track,3,2,3,Medium,Conservative normalization
food tree,3,2,3,Medium,Conservative normalization
foodeez,3,1,3,High,Conservative normalization
foodie,3,2,3,Medium,Conservative normalization
foodies cafe,3,3,3,Medium,Conservative normalization
foodies club,3,2,3,Medium,Conservative normalization
foodies paradise,3,2,3,Medium,Conservative normalization
foodilicious,3,2,3,Medium,Conservative normalization
foodism in,3,1,3,High,Conservative normalization
foody hub pizza,3,1,3,High,Conservative normalization
foodyz,3,2,3,Medium,Conservative normalization
foxtrot,3,1,3,High,Conservative normalization
frankie station,3,1,3,High,Conservative normalization
frankies and fries,3,1,3,High,Conservative normalization
fresh bakes,3,1,3,High,Conservative normalization
fresh bowl,3,1,3,High,Conservative normalization
fresh cafe,3,2,3,Medium,Conservative normalization
fresh choice patisserie bakery and cafe,3,2,3,Medium,Conservative normalization
fresh juice bar,3,2,3,Medium,Conservative normalization
fresh juice corner,3,1,3,High,Conservative normalization
fresh made,3,1,3,High,Conservative normalization
fresh n fresh,3,1,3,High,Conservative normalization
fresh pressery cafe,3,2,3,Medium,Conservative normalization
freshfit eatery,3,1,3,High,Conservative normalization
fried chicken,3,2,3,Medium,Conservative normalization
friends family restaurant,3,2,3,Medium,Conservative normalization
friends kitchen,3,2,3,Medium,Conservative normalization
friends millet kitchens,3,3,3,Medium,Conservative normalization
frispy fresh n crispy,3,3,3,Medium,Conservative normalization
froozo,3,2,3,Medium,Conservative normalization
fruitango,3,1,3,High,Conservative normalization
frullati cafe,3,2,3,Medium,Conservative normalization
fry and grill,3,2,3,Medium,Conservative normalization
frylala,3,1,3,High,Conservative normalization
fudgebob,3,2,3,Medium,Conservative normalization
full moon pizza,3,3,3,Medium,Conservative normalization
fun bytes,3,1,3,High,Conservative normalization
funky fried chicken,3,2,3,Medium,Conservative normalization
fusion cafe,3,3,3,Medium,Conservative normalization
gabbar dhaba,3,2,3,Medium,Conservative normalization
gali parathewali,3,2,3,Medium,Conservative normalization
galli kitchen,3,2,3,Medium,Conservative normalization
galouti,3,1,3,High,Conservative normalization
game of momos,3,2,3,Medium,Conservative normalization
ganapathy mess,3,2,3,Medium,Conservative normalization
ganesh hotel,3,2,3,Medium,Conservative normalization
gangotree,3,1,3,High,Conservative normalization
garam dharam,3,2,3,Medium,Conservative normalization
garam masala restaurant,3,2,3,Medium,Conservative normalization
garden kitchen,3,2,3,Medium,Conservative normalization
gatox naturals,3,3,3,Medium,Conservative normalization
ghar ka khaana,3,3,3,Medium,Conservative normalization
ghar ki thali,3,2,3,Medium,Conservative normalization
ghuma ghumalu,3,2,3,Medium,Conservative normalization
gilli chai,3,2,3,Medium,Conservative normalization
ginger garlic,3,2,3,Medium,Conservative normalization
